set_key,name,drop_index,drop_offset,drop_rel,friendly_offset,friendly_rel,item_key,item_key_dup,flag,unk3,unk4,unk_cond_flag,unk_post_cond,rates,rates_100,max_amt,min_amt,friendly_values,friendly_hex
175227,DropSet_Mercenary_FavoriteItem_Reward,7,96045,539,,,1000877,1000877,1,0,0,0,0,50000,5,10,10,,
175227,DropSet_Mercenary_FavoriteItem_Reward,8,96113,607,,,1001805,1001805,1,0,0,0,0,50000,5,10,10,,
175227,DropSet_Mercenary_FavoriteItem_Reward,9,96181,675,,,240020,240020,1,0,0,0,0,30000,3,1,1,,
175227,DropSet_Mercenary_FavoriteItem_Reward,10,96249,743,,,260028,260028,1,0,0,0,0,30000,3,1,1,,
175227,DropSet_Mercenary_FavoriteItem_Reward,11,96317,811,,,300013,300013,1,0,0,0,0,30000,3,1,1,,
175228,DropSet_Herbalist_FavoriteItem_Reward,0,96470,63,,,1000750,1000750,1,0,0,0,0,40000,4,2,2,,
175228,DropSet_Herbalist_FavoriteItem_Reward,1,96538,131,,,756513,756513,1,0,0,0,0,40000,4,3,3,,
175228,DropSet_Herbalist_FavoriteItem_Reward,2,96606,199,,,751103,751103,1,0,0,0,0,80000,8,20,20,,
175228,DropSet_Herbalist_FavoriteItem_Reward,3,96674,267,,,751107,751107,1,0,0,0,0,80000,8,20,20,,
175228,DropSet_Herbalist_FavoriteItem_Reward,4,96742,335,,,757013,757013,1,0,0,0,0,80000,8,20,20,,
175228,DropSet_Herbalist_FavoriteItem_Reward,5,96810,403,,,756804,756804,1,0,0,0,0,80000,8,10,10,,
175228,DropSet_Herbalist_FavoriteItem_Reward,6,96878,471,,,757006,757006,1,0,0,0,0,80000,8,10,10,,
175228,DropSet_Herbalist_FavoriteItem_Reward,7,96946,539,,,757007,757007,1,0,0,0,0,80000,8,20,20,,
175228,DropSet_Herbalist_FavoriteItem_Reward,8,97014,607,,,757002,757002,1,0,0,0,0,80000,8,20,20,,
175228,DropSet_Herbalist_FavoriteItem_Reward,9,97082,675,,,756803,756803,1,0,0,0,0,80000,8,20,20,,
175228,DropSet_Herbalist_FavoriteItem_Reward,10,97150,743,,,757004,757004,1,0,0,0,0,80000,8,20,20,,
175228,DropSet_Herbalist_FavoriteItem_Reward,11,97218,811,,,1000142,1000142,1,0,0,0,0,100000,10,3,3,,
175228,DropSet_Herbalist_FavoriteItem_Reward,12,97286,879,,,756601,756601,1,0,0,0,0,100000,10,10,10,,
175229,DropSet_Scholar_FavoriteItem_Reward,0,97437,61,,,41001,41001,1,0,4294829572,0,0,30000,3,1,1,,
175229,DropSet_Scholar_FavoriteItem_Reward,1,97505,129,,,41029,41029,1,0,4294829316,0,0,30000,3,1,1,,
175229,DropSet_Scholar_FavoriteItem_Reward,2,97573,197,,,41018,41018,1,0,4294829060,0,0,30000,3,1,1,,
175229,DropSet_Scholar_FavoriteItem_Reward,3,97641,265,,,41020,41020,1,0,4294828804,0,0,30000,3,1,1,,
175229,DropSet_Scholar_FavoriteItem_Reward,4,97709,333,,,41501,41501,1,0,4294828548,0,0,30000,3,1,1,,
175229,DropSet_Scholar_FavoriteItem_Reward,5,97777,401,,,41502,41502,1,0,4294828292,0,0,30000,3,1,1,,
175229,DropSet_Scholar_FavoriteItem_Reward,6,97845,469,,,41503,41503,1,0,4294828036,0,0,30000,3,1,1,,
175229,DropSet_Scholar_FavoriteItem_Reward,7,97913,537,,,1000923,1000923,1,0,4294827780,0,0,30000,3,1,1,,
175229,DropSet_Scholar_FavoriteItem_Reward,8,97981,605,,,1000924,1000924,1,0,4294827524,0,0,30000,3,1,1,,
175229,DropSet_Scholar_FavoriteItem_Reward,9,98049,673,,,1000946,1000946,1,0,4294827268,0,0,30000,3,1,1,,
175229,DropSet_Scholar_FavoriteItem_Reward,10,98117,741,,,75002,75002,1,0,0,0,0,40000,4,1,1,,
175229,DropSet_Scholar_FavoriteItem_Reward,11,98185,809,,,1000544,1000544,1,0,0,0,0,220000,22,2,2,,
175229,DropSet_Scholar_FavoriteItem_Reward,12,98253,877,,,1000543,1000543,1,0,0,0,0,220000,22,2,2,,
175229,DropSet_Scholar_FavoriteItem_Reward,13,98321,945,,,1000538,1000538,1,0,0,0,0,220000,22,2,2,,
175230,DropSet_Technician_FavoriteItem_Reward,0,98475,64,,,1000547,1000547,1,0,0,0,0,250000,25,100,100,,
175230,DropSet_Technician_FavoriteItem_Reward,1,98543,132,,,1002198,1002198,1,0,0,0,0,250000,25,100,100,,
175230,DropSet_Technician_FavoriteItem_Reward,2,98611,200,,,30022,30022,1,0,0,0,0,250000,25,100,100,,
175230,DropSet_Technician_FavoriteItem_Reward,3,98679,268,,,1000485,1000485,1,0,0,0,0,250000,25,100,100,,
175231,DropSet_Priest_FavoriteItem_Reward,0,98829,60,,,1000476,1000476,1,0,0,0,0,300000,30,1,1,,
175231,DropSet_Priest_FavoriteItem_Reward,1,98897,128,,,22009,22009,1,0,0,0,0,300000,30,2,2,,
175231,DropSet_Priest_FavoriteItem_Reward,2,98965,196,,,1001596,1001596,1,0,0,0,0,220000,22,1,1,,
175231,DropSet_Priest_FavoriteItem_Reward,3,99033,264,,,1000245,1000245,1,0,0,0,0,150000,15,1,1,,
175231,DropSet_Priest_FavoriteItem_Reward,4,99101,332,,,1000972,1000972,1,0,0,0,0,30000,3,1,1,,
175232,DropSet_Farmer_FavoriteItem_Reward,0,99251,60,,,1000396,1000396,1,0,0,0,0,100000,10,5,5,,
175232,DropSet_Farmer_FavoriteItem_Reward,1,99319,128,,,1000398,1000398,1,0,0,0,0,100000,10,5,5,,
175232,DropSet_Farmer_FavoriteItem_Reward,2,99387,196,,,1000397,1000397,1,0,0,0,0,100000,10,5,5,,
175232,DropSet_Farmer_FavoriteItem_Reward,3,99455,264,,,1001330,1001330,1,0,0,0,0,100000,10,1,1,,
175232,DropSet_Farmer_FavoriteItem_Reward,4,99523,332,,,1000198,1000198,1,0,0,0,0,120000,12,1,1,,
175232,DropSet_Farmer_FavoriteItem_Reward,5,99591,400,,,1001569,1001569,1,0,0,0,0,60000,6,20,20,,
175232,DropSet_Farmer_FavoriteItem_Reward,6,99659,468,,,1001706,1001706,1,0,0,0,0,60000,6,20,20,,
175232,DropSet_Farmer_FavoriteItem_Reward,7,99727,536,,,750004,750004,1,0,0,0,0,60000,6,20,20,,
175232,DropSet_Farmer_FavoriteItem_Reward,8,99795,604,,,1001670,1001670,1,0,0,0,0,60000,6,20,20,,
175232,DropSet_Farmer_FavoriteItem_Reward,9,99863,672,,,750002,750002,1,0,0,0,0,60000,6,20,20,,
175232,DropSet_Farmer_FavoriteItem_Reward,10,99931,740,,,1000469,1000469,1,0,0,0,0,60000,6,20,20,,
175232,DropSet_Farmer_FavoriteItem_Reward,11,99999,808,,,750019,750019,1,0,0,0,0,60000,6,20,20,,
175232,DropSet_Farmer_FavoriteItem_Reward,12,100067,876,,,750018,750018,1,0,0,0,0,60000,6,20,20,,
175233,DropSet_Artist_FavoriteItem_Reward,0,100217,60,,,1001348,1001348,1,0,0,0,4294967295,120000,12,1,1,,
175233,DropSet_Artist_FavoriteItem_Reward,1,100285,128,,,1000568,1000568,1,0,0,0,0,100000,10,1,1,,
175233,DropSet_Artist_FavoriteItem_Reward,2,100353,196,,,1001347,1001347,1,0,0,0,0,30000,3,1,1,,
175233,DropSet_Artist_FavoriteItem_Reward,3,100421,264,,,1001489,1001489,1,0,0,0,0,120000,12,1,1,,
175233,DropSet_Artist_FavoriteItem_Reward,4,100489,332,,,1001744,1001744,1,0,0,0,0,120000,12,1,1,,
175233,DropSet_Artist_FavoriteItem_Reward,5,100557,400,,,1001763,1001763,1,0,0,0,0,120000,12,1,1,,
175233,DropSet_Artist_FavoriteItem_Reward,6,100625,468,,,1001785,1001785,1,0,0,0,0,120000,12,1,1,,
175233,DropSet_Artist_FavoriteItem_Reward,7,100693,536,,,1001490,1001490,1,0,0,0,0,120000,12,1,1,,
175233,DropSet_Artist_FavoriteItem_Reward,8,100761,604,,,1003546,1003546,1,0,0,0,0,100000,10,1,1,,
175233,DropSet_Artist_FavoriteItem_Reward,9,100829,672,,,1001349,1001349,1,0,0,0,0,50000,5,1,1,,
175234,DropSet_picture_Artist_FavoriteItem_Reward,0,100987,68,,,1001342,1001342,1,0,0,0,0,120000,12,1,1,,
175234,DropSet_picture_Artist_FavoriteItem_Reward,1,101055,136,,,1001349,1001349,1,0,0,0,0,120000,12,1,1,,
175234,DropSet_picture_Artist_FavoriteItem_Reward,2,101123,204,,,1001350,1001350,1,0,0,0,0,120000,12,1,1,,
175234,DropSet_picture_Artist_FavoriteItem_Reward,3,101191,272,,,1001353,1001353,1,0,0,0,0,120000,12,1,1,,
175234,DropSet_picture_Artist_FavoriteItem_Reward,4,101259,340,,,1001356,1001356,1,0,0,0,0,120000,12,1,1,,
175234,DropSet_picture_Artist_FavoriteItem_Reward,5,101327,408,,,1001390,1001390,1,0,0,0,0,120000,12,1,1,,
175234,DropSet_picture_Artist_FavoriteItem_Reward,6,101395,476,,,1002471,1002471,1,0,0,0,0,120000,12,1,1,,
175234,DropSet_picture_Artist_FavoriteItem_Reward,7,101463,544,,,1002472,1002472,1,0,0,0,0,120000,12,1,1,,
175234,DropSet_picture_Artist_FavoriteItem_Reward,8,101531,612,,,1001340,1001340,1,0,0,0,0,20000,2,1,1,,
175234,DropSet_picture_Artist_FavoriteItem_Reward,9,101599,680,,,1001361,1001361,1,0,0,0,0,20000,2,1,1,,
175235,DropSet_Statue_Artist_FavoriteItem_Reward,0,101756,67,,,1003546,1003546,1,0,0,0,0,500000,50,1,1,,
175235,DropSet_Statue_Artist_FavoriteItem_Reward,1,101824,135,,,1001349,1001349,1,0,0,0,0,390000,39,1,1,,
175235,DropSet_Statue_Artist_FavoriteItem_Reward,2,101892,203,,,1001497,1001497,1,0,0,0,0,50000,5,1,1,,
175235,DropSet_Statue_Artist_FavoriteItem_Reward,3,101960,271,,,1001571,1001571,1,0,0,0,0,20000,2,1,1,,
175235,DropSet_Statue_Artist_FavoriteItem_Reward,4,102028,339,,,1001572,1001572,1,0,0,0,0,20000,2,1,1,,
175235,DropSet_Statue_Artist_FavoriteItem_Reward,5,102096,407,,,1001573,1001573,1,0,0,0,0,20000,2,1,1,,
175236,DropSet_Tattoo_Artist_FavoriteItem_Reward,0,102253,67,,,610002,610002,1,0,0,0,0,100000,10,1,1,,
175236,DropSet_Tattoo_Artist_FavoriteItem_Reward,1,102321,135,,,610004,610004,1,0,0,0,0,200000,20,1,1,,
175236,DropSet_Tattoo_Artist_FavoriteItem_Reward,2,102389,203,,,600003,600003,1,0,0,0,0,50000,5,1,1,,
175236,DropSet_Tattoo_Artist_FavoriteItem_Reward,3,102457,271,,,600002,600002,1,0,0,0,0,200000,20,1,1,,
175236,DropSet_Tattoo_Artist_FavoriteItem_Reward,4,102525,339,,,600001,600001,1,0,0,0,0,100000,10,1,1,,
175236,DropSet_Tattoo_Artist_FavoriteItem_Reward,5,102593,407,,,1001700,1001700,1,0,0,0,0,350000,35,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,0,102741,58,,,1001615,1001615,1,0,0,0,4294967295,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,1,102809,126,,,1001616,1001616,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,2,102877,194,,,1001617,1001617,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,3,102945,262,,,1001618,1001618,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,4,103013,330,,,1001619,1001619,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,5,103081,398,,,1001620,1001620,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,6,103149,466,,,1001621,1001621,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,7,103217,534,,,1001622,1001622,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,8,103285,602,,,1001623,1001623,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,9,103353,670,,,1001624,1001624,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,10,103421,738,,,1001625,1001625,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,11,103489,806,,,1001626,1001626,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,12,103557,874,,,1001627,1001627,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,13,103625,942,,,1001628,1001628,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,14,103693,1010,,,1001629,1001629,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,15,103761,1078,,,1001630,1001630,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,16,103829,1146,,,1001631,1001631,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,17,103897,1214,,,1001632,1001632,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,18,103965,1282,,,1001633,1001633,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,19,104033,1350,,,1001634,1001634,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,20,104101,1418,,,1001635,1001635,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,21,104169,1486,,,1001636,1001636,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,22,104237,1554,,,1001637,1001637,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,23,104305,1622,,,1001638,1001638,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,24,104373,1690,,,1001639,1001639,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,25,104441,1758,,,1001640,1001640,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,26,104509,1826,,,1001641,1001641,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,27,104577,1894,,,1001642,1001642,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,28,104645,1962,,,1001643,1001643,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,29,104713,2030,,,1001644,1001644,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,30,104781,2098,,,1001645,1001645,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,31,104849,2166,,,1001646,1001646,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,32,104917,2234,,,1001647,1001647,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,33,104985,2302,,,1001648,1001648,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,34,105053,2370,,,1001649,1001649,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,35,105121,2438,,,1001650,1001650,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,36,105189,2506,,,1001651,1001651,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,37,105257,2574,,,1001652,1001652,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,38,105325,2642,,,1001653,1001653,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,39,105393,2710,,,1001654,1001654,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,40,105461,2778,,,1001655,1001655,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,41,105529,2846,,,1001656,1001656,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,42,105597,2914,,,1001657,1001657,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,43,105665,2982,,,1001658,1001658,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,44,105733,3050,,,1001659,1001659,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,45,105801,3118,,,1001660,1001660,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,46,105869,3186,,,1001661,1001661,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,47,105937,3254,,,1001662,1001662,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,48,106005,3322,,,1001663,1001663,1,0,0,0,0,20000,2,1,1,,
175237,DropSet_Dyer_FavoriteItem_Reward,49,106073,3390,,,1001664,1001664,1,0,0,0,0,20000,2,1,1,,
175238,DropSet_Mask_Artist_FavoriteItem_Reward,0,106228,65,,,1002472,1002472,1,0,0,0,0,200000,20,1,1,,
175238,DropSet_Mask_Artist_FavoriteItem_Reward,1,106296,133,,,1001349,1001349,1,0,0,0,0,100000,10,1,1,,
175238,DropSet_Mask_Artist_FavoriteItem_Reward,2,106364,201,,,1002471,1002471,1,0,0,0,0,200000,20,1,1,,
175238,DropSet_Mask_Artist_FavoriteItem_Reward,3,106432,269,,,1003546,1003546,1,0,0,0,0,200000,20,1,1,,
175238,DropSet_Mask_Artist_FavoriteItem_Reward,4,106500,337,,,101053,101053,1,0,0,0,0,70000,7,1,1,,
175238,DropSet_Mask_Artist_FavoriteItem_Reward,5,106568,405,,,1000340,1000340,1,0,0,0,0,70000,7,1,1,,
175238,DropSet_Mask_Artist_FavoriteItem_Reward,6,106636,473,,,2133206,2133206,1,0,0,0,0,70000,7,1,1,,
175238,DropSet_Mask_Artist_FavoriteItem_Reward,7,106704,541,,,14501,14501,1,0,0,0,0,30000,3,1,1,,
175238,DropSet_Mask_Artist_FavoriteItem_Reward,8,106772,609,,,14500,14500,1,0,0,0,0,30000,3,1,1,,
175238,DropSet_Mask_Artist_FavoriteItem_Reward,9,106840,677,,,2133151,2133151,1,0,0,0,0,30000,3,1,1,,
175239,DropSet_Servant_FavoriteItem_Reward,0,106991,61,,,1001489,1001489,1,0,0,0,0,80000,8,1,1,,
175239,DropSet_Servant_FavoriteItem_Reward,1,107059,129,,,1001744,1001744,1,0,0,0,0,80000,8,1,1,,
175239,DropSet_Servant_FavoriteItem_Reward,2,107127,197,,,1001763,1001763,1,0,0,0,0,80000,8,1,1,,
175239,DropSet_Servant_FavoriteItem_Reward,3,107195,265,,,1001785,1001785,1,0,0,0,0,80000,8,1,1,,
175239,DropSet_Servant_FavoriteItem_Reward,4,107263,333,,,1001514,1001514,1,0,0,0,0,80000,8,1,1,,
175239,DropSet_Servant_FavoriteItem_Reward,5,107331,401,,,1001517,1001517,1,0,0,0,0,70000,7,1,1,,
175239,DropSet_Servant_FavoriteItem_Reward,6,107399,469,,,1001490,1001490,1,0,0,0,0,80000,8,1,1,,
175239,DropSet_Servant_FavoriteItem_Reward,7,107467,537,,,1001479,1001479,1,0,0,0,0,70000,7,1,1,,
175239,DropSet_Servant_FavoriteItem_Reward,8,107535,605,,,1001682,1001682,1,0,0,0,0,80000,8,1,1,,
175239,DropSet_Servant_FavoriteItem_Reward,9,107603,673,,,1001478,1001478,1,0,0,0,0,70000,7,1,1,,
175239,DropSet_Servant_FavoriteItem_Reward,10,107671,741,,,1001480,1001480,1,0,0,0,0,80000,8,1,1,,
175239,DropSet_Servant_FavoriteItem_Reward,11,107739,809,,,1001481,1001481,1,0,0,0,0,70000,7,1,1,,
175239,DropSet_Servant_FavoriteItem_Reward,12,107807,877,,,1001685,1001685,1,0,0,0,0,80000,8,1,1,,
175240,DropSet_BackPack_FavoriteItem_Reward,0,107959,62,,,720001,720001,1,0,0,0,0,200000,20,20,20,,
175240,DropSet_BackPack_FavoriteItem_Reward,1,108027,130,,,720004,720004,1,0,0,0,0,200000,20,10,10,,
175240,DropSet_BackPack_FavoriteItem_Reward,2,108095,198,,,1000489,1000489,1,0,0,0,0,200000,20,5,5,,
175240,DropSet_BackPack_FavoriteItem_Reward,3,108163,266,,,740005,740005,1,0,0,0,0,200000,20,5,5,,
175240,DropSet_BackPack_FavoriteItem_Reward,4,108231,334,,,1000660,1000660,1,0,0,0,0,200000,20,4,4,,
175241,DropSet_Wood_BackPack_FavoriteItem_Reward,0,108388,67,,,710001,710001,1,0,0,0,0,400000,40,20,20,,
175241,DropSet_Wood_BackPack_FavoriteItem_Reward,1,108456,135,,,1000081,1000081,1,0,0,0,0,400000,40,10,10,,
175241,DropSet_Wood_BackPack_FavoriteItem_Reward,2,108524,203,,,1000489,1000489,1,0,0,0,0,200000,20,10,10,,
175242,DropSet_Apple_BackPack_FavoriteItem_Reward,0,108682,68,,,750006,750006,1,0,0,0,0,1000000,100,10,20,,
175243,DropSet_Leather_BackPack_FavoriteItem_Reward,0,108842,70,,,740001,740001,1,0,0,0,0,400000,40,20,20,,
175243,DropSet_Leather_BackPack_FavoriteItem_Reward,1,108910,138,,,740004,740004,1,0,0,0,0,400000,40,10,10,,
175243,DropSet_Leather_BackPack_FavoriteItem_Reward,2,108978,206,,,740005,740005,1,0,0,0,0,200000,20,10,10,,
175244,DropSet_NTM_BackPack_FavoriteItem_Reward,0,109134,66,,,1000610,1000610,1,0,0,0,0,300000,30,10,10,,
175244,DropSet_NTM_BackPack_FavoriteItem_Reward,1,109202,134,,,1000489,1000489,1,0,0,0,0,300000,30,10,10,,
175244,DropSet_NTM_BackPack_FavoriteItem_Reward,2,109270,202,,,1000660,1000660,1,0,0,0,0,200000,20,10,10,,
175244,DropSet_NTM_BackPack_FavoriteItem_Reward,3,109338,270,,,1000662,1000662,1,0,0,0,0,200000,20,5,5,,
175245,DropSet_Fish_BackPack_FavoriteItem_Reward,0,109495,67,,,29607,29607,1,0,0,0,0,200000,20,5,5,,
175245,DropSet_Fish_BackPack_FavoriteItem_Reward,1,109563,135,,,29602,29602,1,0,0,0,0,200000,20,5,5,,
175245,DropSet_Fish_BackPack_FavoriteItem_Reward,2,109631,203,,,29606,29606,1,0,0,0,0,200000,20,5,5,,
175245,DropSet_Fish_BackPack_FavoriteItem_Reward,3,109699,271,,,29608,29608,1,0,0,0,0,190000,19,5,5,,
175245,DropSet_Fish_BackPack_FavoriteItem_Reward,4,109767,339,,,29617,29617,1,0,0,0,0,190000,19,5,5,,
175245,DropSet_Fish_BackPack_FavoriteItem_Reward,5,109835,407,,,29604,29604,1,0,0,0,0,20000,2,1,1,,
175246,DropSet_Honey_BackPack_FavoriteItem_Reward,0,109993,68,,,10033,10033,1,0,0,0,4294967295,350000,35,10,10,,
175246,DropSet_Honey_BackPack_FavoriteItem_Reward,1,110061,136,,,750040,750040,1,0,0,0,4294967295,350000,35,10,10,,
175246,DropSet_Honey_BackPack_FavoriteItem_Reward,2,110129,204,,,756512,756512,1,0,0,0,4294967295,200000,20,5,5,,
175246,DropSet_Honey_BackPack_FavoriteItem_Reward,3,110197,272,,,750041,750041,1,0,0,0,0,100000,10,5,5,,
175247,DropSet_Worker_FavoriteItem_Reward,0,110347,60,,,1001704,1001704,1,0,0,0,0,200000,20,1,1,,
175247,DropSet_Worker_FavoriteItem_Reward,1,110415,128,,,1001699,1001699,1,0,0,0,0,200000,20,1,1,,
175247,DropSet_Worker_FavoriteItem_Reward,2,110483,196,,,1001700,1001700,1,0,0,0,0,200000,20,1,1,,
175247,DropSet_Worker_FavoriteItem_Reward,3,110551,264,,,1001698,1001698,1,0,0,0,0,200000,20,1,1,,
175247,DropSet_Worker_FavoriteItem_Reward,4,110619,332,,,1001696,1001696,1,0,0,0,0,200000,20,1,1,,
175248,DropSet_Beekeeper_FavoriteItem_Reward,0,110772,63,,,10033,10033,1,0,0,0,0,250000,25,10,10,,
175248,DropSet_Beekeeper_FavoriteItem_Reward,1,110840,131,,,750040,750040,1,0,0,0,0,310000,31,10,10,,
175248,DropSet_Beekeeper_FavoriteItem_Reward,2,110908,199,,,756512,756512,1,0,0,0,0,200000,20,5,5,,
175248,DropSet_Beekeeper_FavoriteItem_Reward,3,110976,267,,,750041,750041,1,0,0,0,0,100000,10,5,5,,
175248,DropSet_Beekeeper_FavoriteItem_Reward,4,111044,335,,,12312,12312,1,0,0,0,0,50000,5,1,1,,
175248,DropSet_Beekeeper_FavoriteItem_Reward,5,111112,403,,,12413,12413,1,0,0,0,0,50000,5,1,1,,
175248,DropSet_Beekeeper_FavoriteItem_Reward,6,111180,471,,,1164002,1164002,1,0,0,0,0,20000,2,1,1,,
175248,DropSet_Beekeeper_FavoriteItem_Reward,7,111248,539,,,1000321,1000321,1,0,0,0,0,20000,2,1,1,,
175249,DropSet_Soldier_FavoriteItem_Reward,0,111399,61,,,1000671,1000671,1,0,0,0,0,200000,20,1,1,,
175249,DropSet_Soldier_FavoriteItem_Reward,1,111467,129,,,1000672,1000672,1,0,0,0,0,200000,20,1,1,,
175249,DropSet_Soldier_FavoriteItem_Reward,2,111535,197,,,1000618,1000618,1,0,0,0,0,200000,20,1,1,,
175249,DropSet_Soldier_FavoriteItem_Reward,3,111603,265,,,50057,50057,1,0,0,0,0,150000,15,4,4,,
175249,DropSet_Soldier_FavoriteItem_Reward,4,111671,333,,,1000026,1000026,1,0,0,0,0,150000,15,4,4,,
175249,DropSet_Soldier_FavoriteItem_Reward,5,111739,401,,,1000063,1000063,1,0,0,0,0,100000,10,4,4,,
175250,DropSet_Seotda_FavoriteItem_Reward,0,111889,60,,,1000607,1000607,1,0,0,0,4294967295,200000,20,1,1,,
175250,DropSet_Seotda_FavoriteItem_Reward,1,111957,128,,,1000597,1000597,1,0,0,0,4294967295,100000,10,1,1,,
175250,DropSet_Seotda_FavoriteItem_Reward,2,112025,196,,,1000647,1000647,1,0,0,0,0,200000,20,1,1,,
175250,DropSet_Seotda_FavoriteItem_Reward,3,112093,264,,,1000643,1000643,1,0,0,0,0,200000,20,1,1,,
175250,DropSet_Seotda_FavoriteItem_Reward,4,112161,332,,,1000661,1000661,1,0,0,0,0,250000,25,1,1,,
175250,DropSet_Seotda_FavoriteItem_Reward,5,112229,400,,,1002920,1002920,1,0,0,0,0,50000,5,1,1,,
175251,DropSet_Upperclass_Seotda_FavoriteItem_Reward,0,112390,71,,,1000674,1000674,1,0,0,0,0,100000,10,1,1,,
175251,DropSet_Upperclass_Seotda_FavoriteItem_Reward,1,112458,139,,,1000670,1000670,1,0,0,0,0,100000,10,1,1,,
175251,DropSet_Upperclass_Seotda_FavoriteItem_Reward,2,112526,207,,,1000638,1000638,1,0,0,0,0,100000,10,1,1,,
175251,DropSet_Upperclass_Seotda_FavoriteItem_Reward,3,112594,275,,,1000600,1000600,1,0,0,0,0,200000,20,1,1,,
175251,DropSet_Upperclass_Seotda_FavoriteItem_Reward,4,112662,343,,,1000598,1000598,1,0,0,0,0,250000,25,1,1,,
175251,DropSet_Upperclass_Seotda_FavoriteItem_Reward,5,112730,411,,,1000666,1000666,1,0,0,0,0,200000,20,1,1,,
175251,DropSet_Upperclass_Seotda_FavoriteItem_Reward,6,112798,479,,,1002122,1002122,1,0,0,0,0,50000,5,1,1,,
